typ_cit	typ_freq_abs
Delfine	22
Delfinen	3
Delfinisch	3
Delfinkaninchen	1
Delfins	1
Delfinsprache	1
Delfinzauber	2
Delikatesse	1
Delikatessen	1
Dellen	1
Delphine	1
Dem	48
Demi	1
Demjenigen	1
Demnächst	1
Demonstrativ	1
Demre	1
Den	296
Denen	6
Denise	19
Denk	19
Denkblasen	1
Denke	5
Denken	3
Denkmal	1
Denkmäler	1
Denkst	9
Denkt	16
Denn	307
Dennis	21
Dennoch	9
Denny	10
Dennys	1
Depp	1
Der	3113
Derjenige	3
Derringer-Pistole	1
Derweil	2
Des'alb	1
Desaster	1
Deshalb	163
Desinfektionsraum	2
Dessert	1
Destruktivität	1
Deswegen	82
Detail	1
Detektiv	44
Detektiv-Einsatz	2
Detektivarbeit	2
Detektivarbeiten	1
Detektivbüro	2
Detektivclubs	1
Detektive	8
Detektiven	1
Detektivin	1
Detektivinnen	2
Detektivklub	2
Detlef	1
Deutlich	2
Deutsch	14
Deutsch-Stunde	1
Deutsche	5
Deutschen	3
Deutsches	1
Deutschheft	1
Deutschland	27
Deutschstunde	1
Dezember	22
Délicatesse	1
DICH	2
DIE	11
DIEBE	1
DIESEN	2
DIEU	1
DIN-	1
DINA	1
DINOSAU	1
DINOSAURIER	1
DIR	2
Diadem	1
Dialekt	1
Dialog	4
Dialoge	1
Diamant	2
Diamanten	12
Diamanten-Schmuckbandes	1
Diamantenband	1
Diana	3
Diät	1
Diäten	1
Diätwoche	1
Dich	23
Dicht	7
Dichter	3
Dichterstübchen	1
Dichtung	1
Dick	12
Dickbauch	1
Dicke	19
Dicker	6
Dickes	1
Dickicht	5
Dickkopf	5
Didi	25
Die	4434
Dieb	58
Diebe	15
Diebefangen	1
Diebel	1
Dieben	3
Diebesgut	2
Diebin	4
Diebstahl	13
Diebstahlserie	1
Dieb…äh	1
Diego	1
Diejenigen	1
Diele	7
Dielen	1
Dielenbrett	1
Dielenfenster	1
Dien	1
Diener	15
Dienern	2
Dienst	11
Dienstag	9
Dienstag.	1
Dienstboten	1
Dienstbotengänge	1
Dienste	2
Diensten	5
Dienstreise	1
Dienstschluss	2
Dies	18
Diese	135
Diesel	1
Dieselmotoren	1
Diesem	3
Diesen	22
Dieser	84
Dieses	60
Diesmal	73
Dieter	20
Dietl	4
Dietrich	67
Dietrichs	8
Dieu	5
Diktat	11
Diktate	7
Diktatschreiben	1
Dil-dal-haloni	4
Dil-dal-halonil	1
Dill	3
Dina	3
Dinas	1
Diners	2
Ding	75
Dinge	91
Dingen	18
Dinger	10
Dingern	3
Dingsda	2
Dinner	16
Dino	28
Dino-	1
Dino-Abdrücke	1
Dino-Ausstellung	1
Dino-Baby	1
Dino-Freund	6
Dino-Fußspuren	1
Dino-Jagden	1
Dino-Kenner	1
Dino-Kopf	1
Dino-Mama	1
Dino-Mission	1
Dino-Modelle	1
Dino-Museum	1
Dino-Museums	1
Dino-Mutter	1
Dino-Skelette	1
Dino-Spezies	1
Dino-Spur	1
Dino-Welt	21
Dino-Zahnarzt	1
Dinobaby	1
Dinos	30
Dinosabber	2
Dinosaurier	101
Dinosaurier-	1
Dinosaurier-Abdrücke	1
Dinosaurier-Arten	2
Dinosaurier-Buch	2
Dinosaurier-Bucht	13
Dinosaurier-Bucht-Geheimnis	1
Dinosaurier-Entdeckung	1
Dinosaurier-Forschung	1
Dinosaurier-Freund	2
Dinosaurier-Freundes	1
Dinosaurier-Fußabdrücken	3
Dinosaurier-Fußspuren	2
Dinosaurier-Galerie	1
Dinosaurier-Kacke	1
Dinosaurier-Klauen	1
Dinosaurier-Knochen	1
Dinosaurier-Kopf	1
Dinosaurier-Modelle	2
Dinosaurier-Museum	3
Dinosaurier-Skelett	3
Dinosaurier-Spucke	1
Dinosaurier-Spur	2
Dinosaurier-Versteinerung	1
Dinosaurier-Welt	3
Dinosaurierart	1
Dinosaurierarten	2
Dinosaurierdünger	1
Dinosauriern	16
Dinosaurierrippe	1
Dinosauriers	2
Dinosaurierschwanz	1
Dinosaurierskeletten	1
Dinoversum	11
Diplom	1
Dir	15
Dir-den-Kopf-Verdrehen	1
Direkt	15
Direktor	31
Direktorin	4
Direx	1
Dirk	17
Dirks	1
Disco	3
Diskussion	5
Disney-Land	1
Display	1
Distanz	1
Disteln	1
Disteltier	1
Django	15
Djangos	1
DM	1
DOCH	2
DOKTOR	4
DONG	12
DONNER	2
DOOFPAPA	1
DORIA	2
Do-hoch	2
Dobermann	4
Doch	855
Dochdochdoch	1
Docht	2
Dock	1
Dockplätze	1
Dohlen	1
Doktor	104
Doktors	1
Dokumentarfilm	1
Dokumentarfilme	1
Dokumentarfilmen	1
Dolch	1
Dolche	4
Dollar	4
Dolles	1
Dom	2
Dom-Schule	1
Dom?	1
Domino	4
Domino-Spiel	1
Domino-Steine	1
Dominos	1
Dompfaffen	1
Dompteur	1
Don	12
Donald	2
Donald-Duck-Geschichten	1
Donalds	6
Donau	1
Donau-Auen	1
Donauinsel	1
Donnegan-Saloon	2
Donner	31
Donnerdrummel	1
Donnergebrülle	1
Donnergrollen	3
Donnerkeil	2
Donnerlittchen	3
Donnerloch	4
Donnerlottchen	1
Donnerlüttchen	2
Donnermann	12
Donnern	1
Donnerndes	1
Donnerschlag	7
Donnerschlägen	2
Donnerstag	13
Donnerstag.	1
Donnerstagnachmittag	1
Donnerstimme	2
Donnerwetter	17
Doof	1
Doofe	2
Doofer	3
Doofes	2
Doofheit	2
Doofi	3
Doofkopp	1
Doofmann	2
Doofste	1
Doppeldecker-Brot	1
Doppelgänger	1
Doppelklick	1
Doppelpass	3
Doppelpony	1
Doppelreihe	1
Doppelte	4
Doppeltür	1
Dora	1
Dorf	68
Dorfbewohner	4
Dorfbewohnern	2
Dorfes	5
Dorfgasthauses	1
Dorfkrug	1
Dorfplatz	2
Dorfrand	1
Dorfschenke	1
Dorfschwalbe	1
Dorfsheriff	1
Dorfstraße	5
Dorfweiher	1
Doria	1
Dorli	14
Dorn	7
Dornen	3
Dornenhecke	2
Dornenschwänze	1
Dornensträuchern	1
Dornenwald	1
Dornröschen	10
Dornröschenburg	1
Dorothea	2
Dorothy	99
Dorothys	5
Dorst	2
Dort	336
Dorthin	5
Dortmund	1
Dos	1
Dose	55
Dosen	25
Dosenfleisch	1
Dosenfutter	3
Dosentomaten	2
Dosenwerfen	1
Doswidanja	1
Dotter	1
Dover	1
Dörfchen	1
Dörfchens	1
Dörfer	5
Dörfern	2
Dörfler	3
Dörflern	1
Dörte	5
Dösen	1
Döspaddel	1
DRACHENSCHUPPE	1
DREI	2
DRINGEND	1
DRITTES	1
Dr	9
Dr.	48
Drac	17
Drache	391
Drachen	250
Drachen-Ei	1
Drachen-Eier	1
Drachen-Eiern	1
Drachen-Fernsteuerung	1
Drachen-Freudentanz	1
Drachen-Höhle	1
Drachen-Reiten	1
Drachen-Reiter	8
Drachen-Rennen	1
Drachen-Suppe	1
Drachenaugen	1
Drachenbaby	1
Drachenbabys	9
Drachenbaum	6
Drachenbaumberges	1
Drachenberge	3
Drachenbild	3
Drachenblut	4
Drachenblutgruppe	1
Drachenbrust	1
Drachenbucht	12
Drachenei	5
Dracheneier	7
Drachenelend	1
Drachenfalle	3
Drachenfallen	1
Drachenfeuer	2
Drachenfeuerspuckmeister	2
Drachenfleisch	1
Drachenflugschule	1
Drachenflügel	2
Drachenfreunden	1
Drachenfurz	1
Drachenfußspuren	1
Drachenfutter	1
Drachengebirge	2
Drachengedenken	1
Drachengehege	1
Drachengeheimnis	1
Drachengeheul	1
Drachengeschichte	6
Drachengeschichten	1
Drachengroße	1
Drachenhand	1
Drachenhaut	2
Drachenhöcker	1
Drachenhöhle	4
Drachenhöhlen	3
Drachenhüter	3
Dracheninsel	8
Drachenjagd	2
Drachenjäger	1
Drachenjunge	1
Drachenjungen	5
Drachenkind	1
Drachenkinder	10
Drachenkinderschulklasse	1
Drachenkleid	1
Drachenknie	1
Drachenknochen	1
Drachenkopf	1
Drachenkopfes	1
Drachenköpfe	1
Drachenkraut	3
Drachenland	10
Drachenlehrer	3
Drachenleib	1
Drachenlied	1
Drachenmagen	1
Drachenmaul	1
Drachenmädchen	1
Drachenmärchen	1
Drachenmögliche	1
Drachenmutter	1
Drachenmünze	1
Drachennase	3
Drachenoma	1
Drachenopa	1
Drachenpopo	1
Drachenpranken	1
Drachenprofessor	1
Drachenpuster	2
Drachenrachen	1
Drachenritter	18
Drachenrittern	3
Drachenrücken	3
Drachens	6
Drachenschlucht	3
Drachenschritte	1
Drachenschule	2
Drachenschulklasse	1
Drachenschuppe	1
Drachenschuppen	2
Drachenschwanz	3
Drachenschwanzjagen	1
Drachenspucke	2
Drachenspuren	1
Drachenstachel	3
Drachensteigen	1
Drachenstein	1
Drachenvater	1
Drachenweit	1
Drachenwelt	2
Drachenzähne	1
Drachenzunge	1
Dracula	6
Dracula-Ente	1
Dracula-Tour	2
Draculas	4
Dragomir	38
Dragomirs	4
Dragonia	6
Dragosaurier	2
Dragosauriers	1
Dragosaurus	11
Dragoslav	47
Dragoslavs	5
Draht	8
Drahtenden	1
Drahtes	1
Drake	2
Draki	31
Drakula	6
Drakulas	1
Drakulomo	3
Dran	5
Draufgänger	1
Draufliegen	1
Draus	1
Draußen	73
Drähtchen	3
Drähte	2
Drängen	1
Dreck	28
Dreckig	1
Dreckkrusten	1
Dreckschicht	1
Dreckspatz	2
Dreh	1
Drehbänke	1
Drehbuchautor	1
Drehbücher	1
Drehen	1
Drehkrankheit	1
Drehrumdiebolzen-Ingenieur	3
Drehstuhl	5
Dreht	1
Drehung	1
Drehungen	1
Drehverschluss	1
Drehwurm-	1
Drehwurm-Hexspruch	4
Drei	68
Drei-	2
Drei-Meter-Brett	1
Dreieck	7
Dreiecke	3
Dreiecksformation	1
Dreien	1
Dreier	3
Dreiergruppe	1
Dreierreihen	1
Dreierteam	1
Dreifuß	1
Dreifüßler	1
Dreihorn	7
Dreijährigen	1
Dreikäsehochs	1
Dreiklang	1
Dreikönigstag	1
Dreimal	11
Dreistigkeit	1
Dreißig	3
Dreitagebart	1
Dreitausender	1
Dreiviertelstunde	1
Dreivierteltakt	1
Dreizehn	2
Dreizehnte	1
Dreschen	1
Dressurreiter	1
Drexo	2
Dribbelkünstler	1
Dribbeln	1
Dribblings	1
Dringender	1
Dringendes	2
Drinnen	12
Dritte	7
Drittel	2
Dritten	3
Drittens	2
Dritter	6
Drittes	1
Drittklassier	1
Drittklässler	7
Drittklässlern	1
Drogerie	2
Drohend	3
Drohgebärden	1
Drohung	3
Drollig	1
Dromefant	2
Droop	1
Drögen	1
Dröhnen	4
Druck	11
Drucken	1
Drucker	3
Druckerschwärze	1
Druckgefälle	1
Druckknopftasche	1
Drucks	2
Druckschrift	1
Druckverband	1
Druckwelle	1
Druiden	1
Drum	12
Drumherum	2
Drunter	6
Drüben	4
Drüber	6
Drücke	1
Drücken	1
Drüse	1
Drvenkar	1
Dschungel	35
Dschungel-Abenteuer	1
Dschungelabenteuer	1
Dschungelbäume	1
Dschungelbäumen	1
Dschungelbewohnern	1
Dschungelgrün	1
Dschungelpflanzen	1
Dschungels	3
DU	10
DUMME	1
Du	1599
Duck	1
Dudelsack-Musik	1
Dudelsackspieler	1
Dudu-Finger	1
Duell	7
Duelle	2
Duft	26
Duftet	3
Duftkerzen	1
Duftmarken	4
Duftspur	1
Duftspuren	1
Duftstoffe	1
DuGros	4
Dukaten	2
Dum	1
Dumm	6
Dummbartel	1
Dummbauchi	1
Dumme	6
Dumme-Jungen-Streich	1
Dumme-Mädchen-Streich	1
Dummen	1
Dummer	4
Dummerweise	3
Dummes	5
Dummheit	3
Dummheiten	6
Dummi	2
Dummkopf	12
Dummköpfe	4
Dung	8
Dungdiät	1
Dungfrikadelle	1
Dunghaufen	1
Dungkugel	1
Dungkugeln	1
Dunkel	18
Dunkelbar	3
Dunkelblau	1
Dunkelgrün	1
Dunkelheit	70
Dunkeln	61
Dunkelschwarz	1
Dunkelwerden	2
Dunkle	12
Dunklen	1
Dunkles	2
Dunst	7
Duo	1
Durch	92
Durchblick	1
Durchblutung	1
Durcheinander	21
Durcheinander-Tag	1
Durchfall	10
Durchgang	4
Durchgeknallten	1
Durchhalten	1
Durchkommen	1
Durchlaucht	2
Durchmesser	2
Durchprobiert	1
Durchquerung	1
Durchreise	1
Durchs	2
Durchschlag	1
Durchschlupf	2
Durchsetzung	1
Durchsichtig-Türkis	1
Durchsuchung	1
Durchtrocknen	1
Durchzug	2
Durfte	1
Durrrrst	1
Durst	26
Dusche	8
Duschen	3
Dussel	2
Dusselkopf	3
Duster	1
Dutt	1
Dutzend	6
Dutzende	3
Dutzenden	1
Düftchen	1
Düfte	3
Düften	2
Dümmling	1
Dümmste	2
Düne	2
Dünen	8
Dünenerde	1
Dünengras	1
Dünenkette	1
Düngen	1
Dünger	1
Düngung	2
Dünne	2
Dünnste	2
Dürfen	13
Dürfte	2
Dürnstein	1
Dürre	2
Düse	3
Düsen	2
Düsenflugs	1
Düsenjäger	1
Düsenjets	1
Düsentriebwerk	2
Düsseldorf	3
Düsseldorfer	2
Düsterwald	9
DVD	2
DVD-Spieler	1
DVDs	1
Dynamit	1
Dziendobry	1
d	10
d'Artagnan	48
d'Artagnans	6
d-da	2
d-das	1
d-davonsch	1
d-deshalb	1
da	2289
dabei	490
dabeigehabt	1
dabeihaben	6
dabeihat	1
dabeihatte	2
dabeihatten	1
dabeihattest	1
dacht	1
dachte	481
dachten	29
dachtest	2
dadrin	2
dadurch	24
dafür	201
dagegen	112
dagegenfliegen	1
dagegenfliegt	1
dagegenstoßen	1
dagelegen	1
dagestanden	1
daheim	24
daher	21
dahergelaufener	1
dahergelaufenes	1
daherkam	1
daherreden	1
dahin	35
dahinfegen	1
dahingeknattert	1
dahinglitten	1
dahinschmolzen	1
dahinten	8
dahinter	31
dahintersteckt	2
dahintrieben	1
daisy	1
dal	2
dalag	6
dalagen	1
dalassen	1
daliegen	2
daliegenden	1
daliegt	1
dalli	4
damaligen	1
damals	74
damit	672
dampfbetriebene	1
dampfen	2
dampfend	2
dampfende	2
dampfendem	1
dampfenden	11
dampfendes	1
dampfte	5
dampften	2
danach	126
daneben	46
danebengestellt	1
danebenstehenden	1
dank	6
dankbar	15
danke	49
danke!	1
danken	3
dankt	4
dankte	2
dann	2620
dannen	3
dar	7
dar!	1
daran	246
darauf	403
darauffolgenden	1
daraufgeklebt	2
daraufgelegt	1
daraufhin	6
daraufzu	1
daraus	30
darein	1
darf	307
darfst	96
dargestellt	1
darin	135
dark	12
darstellen	5
darstellten	2
darum	53
darumgemacht	1
darunter	42
daruntergeschrieben	1
darüber	145
darübergelegt	2
darübergießt	1
darüberspringen	1
das	10195
dasaß	1
dasch	4
dasitzen	3
dasitzt	2
dass	4224
dasselbe	33
dastand	5
dastanden	3
dastehen	4
dasteht	3
daß	20
dat	9
dat.	1
dau	1
dauer	1
dauere	1
dauerhaft	1
dauerhaften	1
dauern	25
dauernd	42
dauerndes	1
dauert	74
dauerte	62
dauerten	1
davon	458
davonfahren	1
davonflattert	2
davonflatterte	1
davonfliegen	4
davonflog	2
davongedüst	1
davongefahren	2
davongeflattert	4
davongeflogen	3
davongekommen	1
davongelaufen	10
davongerannt	1
davongesaust	1
davongeschwommen	1
davongesprungen	1
davongestampft	1
davongestürmt	1
davongetippelt	1
davongetragen	1
davongeweht	1
davongewirbelt	1
davongezogen	2
davonhuschte	1
davonkam	2
davonkamen	1
davonkommen	1
davonkrabbelte	1
davonlaufen	6
davonlief	1
davonliefen	1
davonmachen	1
davonmarschiert	1
davonradelte	1
davonrannten	1
davonreiten	1
davonsaust	1
davonschossen	1
davonschwamm	2
davonschwammen	1
davonschweben	1
davonschwimmen	2
davonspringen	1
davonstehlen	1
davontragen	1
davontrieb	2
davonwanderten	1
davonwieselte	1
davonzugehen	1
davor	34
davorgehängt	1
davorstanden	1
day	1
dazu	250
dazu-gezahlte	1
dazugehören	1
dazugehörige	2
dazugehört	4
dazugehörte	2
dazugelernt	2
dazugeschrieben	1
dazugesellt	1
dazukommen	1
dazukommst	1
dazukommt	1
dazulegen	1
dazulegte	1
dazumal	1
dazunehme	1
dazusetzen	1
dazusitzen	1
dazutun	1
dazwischen	44
dazwischengekommen	1
dazwischengeleuchtet	1
dazwischengequatscht	1
dazwischengerufen	1
dazwischenkam	1
dazwischenquatschen	1
dazwischenspringen	1
dämlich	3
dämlichen	2
dämlicher	1
dämliches	1
dämmerig	2
dämmern	1
dämmert	3
dämmerte	12
dämmrig	5
dämmrige	1
dämmrigen	1
de	36
de*	1
debattierten	1
deck	3
decken	13
deckt	8
deckte	12
deckten	4
deftig	1
deftiger	1
dehn	1
dehnbar	2
dehne	1
dehnen	1
dehnt	8
dehnte	3
dehnten	1
dei	3
deia	1
deiher	1
dein	258
deine	314
deinem	144
deinen	181
deiner	107
deines	12
deinesgleichen	1
deinetwegen	2
deinos	1
deins	4
dekorieren	1
dekorierten	1
del	3
delfinartigen	1
delikat	1
dem	6181
dem-Boden-stehn	1
dem/	1
demnächst	2
demonstrativ	1
demselben	5
den	11710
denen	140
denk	16
denkbar	1
denke	91
denken	186
denkst	35
denkt	371
denkwürdigen	1
denn	1834
dennoch	17
denselben	7
dent	2
deprimiert	1
der	15103
derart	7
derartig	1
derartige	1
derartiger	1
deren	19
derer	2
derf	1
dergleichen	2
derjenige	2
derlei	1
dermaßen	4
derselbe	5
derselben	9
derTaschenlampe	1
derweil	4
derzeit	1
des	1186
deshalb	131
desinfizieren	1
desjenigen	1
dessen	33
desto	36
destruktive	1
deswegen	58
det	1
deute	1
deuten	3
deutet	21
deutete	60
deutlich	46
deutliche	3
deutlicher	1
deutliches	2
deutsch	1
deutsch-brasilianische	1
deutsche	10
deutschen	4
deutscher	3
di	6
dich	1114
dicht	101
dichtauf	1
dichte	14
dichtem	3
dichten	23
dichter	10
dichteres	1
dichtes	3
dichtesten	1
dichtet	4
dichtmachen	1
dick	79
dick!	1
dicke	182
dicken	146
dicker	34
dickes	23
dickste	3
dicksten	3
didel	1
die	20882
die-Hosen-mach-Furcht-einflößend	1
die-Ohren-ziehen	1
diebisch	1
diebische	1
diejenige	1
diejenigen	4
dien	2
diene	1
dienen	6
dienstags	1
dienstlich	2
dient	5
diente	1
dienten	2
dies	41
diese	337
dieselbe	17
dieselben	3
diesem	458
diesen	267
dieser	359
dieses	191
diesmal	95
diktiert	5
diktierte	2
diplomatisches	1
dir	1295
direkt	187
direkten	2
direkter	1
dirigieren	1
dirigierten	1
diskutieren	7
diskutiert	2
diskutierten	2
disqualifiziert	1
dividiert	1
djuuta	1
do	1
doch	2761
doctor	1
doisi	1
dolchartigen	1
dolchartiger	2
doll	10
dolle	2
dollen	1
donkbar	1
donnern	4
donnernd	1
donnernden	1
donnernder	1
donnerstags	1
donnert	15
donnerte	26
donnerten	4
doof	49
doofe	9
doofen	11
doofer	2
doofes	2
doofste	1
doppel	1
doppelt	17
doppelte	11
doppelten	5
doppelter	2
dornige	1
dornigen	1
dorniger	1
dort	530
dorten	1
dorthin	48
dos	4
dos?	1
dööööösen	1
dösbuddelige	1
dösen	2
döst	3
döste	5
drachengrünen	1
dralle	1
dramatischer	1
dran	110
dranbleiben	1
drang	19
drangehängt	1
drangeht	1
drangen	10
dranhängen	2
dranhing	1
drankommst	1
drankommt	1
drannähte	1
drannehmen	1
dranwickeln	1
drapiert	2
drauf	77
draufbleiben	1
drauffallen	1
draufgekommen	1
draufgelegt	1
draufgeschrieben	2
draufgesetzt	1
draufgetupft	1
draufhat	1
draufkleben	3
draufkommen	1
drauflegt	1
drauflos	5
draufmachen	1
draufmalen	2
draufmalt	1
draufschreiben	1
draufsetzen	2
draufstand	1
draufstanden	1
draufstehen	1
draufsteht	1
drauftreten	1
draufzuschreiben	1
draus	9
drauß	1
draußen	271
drängelig	1
drängeln	7
drängelt	12
drängelte	11
drängelten	5
drängen	4
drängt	13
drängte	43
drängten	13
dreckig	6
dreckig-bunt	1
dreckige	3
dreckigen	7
dreckiger	1
dreh	4
drehbaren	1
drehe	8
drehen	65
drehn	1
drehst	1
dreht	151
drehte	191
drehten	18
drei	770
drei-	3
dreidimensional	1
dreieckige	1
dreieckigen	4
dreieckiger	1
dreieinhalb	6
dreien	9
dreier	1
dreifache	1
dreifachen	2
dreihörniger	1
dreihundert	3
dreihundertmal	1
dreihundertneunundneunzig	1
dreihundertvierundsiebzig	1
dreimal	65
drein	15
dreinblickende	2
dreinblickenden	1
dreinblickender	1
dreingeredet	1
dreingeschaut	1
dreinschaut	1
dreist	1
dreisten	1
dreistöckige	1
dreißig	19
dreitausend	2
dreiunddreißig	2
dreiundfünfzig	3
dreiundsiebzig	1
dreiundzwanzig	4
dreizehn	13
dreizehnte	3
dressier	1
dressiert	4
dressierte	1
dressierten	1
dressierter	1
dressurwütig	1
dribbel	1
dribbeln	2
dribbelt	1
dribbelte	1
drin	139
drinbleiben	2
dringen	9
dringend	50
dringende	1
dringenden	1
dringender	2
dringt	11
drinnen	44
drinsteckt	1
drinstehen	1
dritt	21
dritte	38
dritten	69
drittens	6
dritter	5
drittes	9
drittte	1
droben	3
drohe	1
drohen	7
drohend	19
drohende	2
drohst	1
droht	10
drohte	28
drolligen	1
drosch	1
droschen	1
dröhnend	1
dröhnende	2
dröhnenden	2
dröhnender	1
dröhnendes	2
dröhnt	6
dröhnte	22
drucken	2
druckreif	1
druckst	1
druckste	4
drum	5
drunten	1
drunter	9
druntergestanden	1
druntersetzen	1
drüben	46
drüber	15
drüberklettern	1
drüberspazieren	1
drücke	4
drücken	28
drückst	3
drückt	108
drückte	121
drückten	6
du	5646
du-	2
ducken	2
duckt	10
duckte	17
duckten	2
dudelt	1
dufte	1
duften	6
duftende	3
duftenden	1
duftest	2
duftet	14
duftete	10
duftigen	1
duht	1
dulde	2
dulden	1
duldete	2
dumm	87
dumme	24
dummen	13
dummer	10
dummerweise	2
dummes	5
dumpf	15
dumpfe	1
dumpfen	5
dumpfer	2
dumpfes	4
dunkel	177
dunkelblau	1
dunkelblaue	3
dunkelblauen	6
dunkelbraun	2
dunkelbraunem	1
dunkelbraunen	2
dunkelbraunes	1
dunkelgraue	1
dunkelgrauen	1
dunkelgrünen	2
dunkelhäutigen	1
dunkelrot	7
dunkelrote	2
dunkelroten	3
dunkelroter	1
dunkelste	2
dunkelsten	3
dunkle	67
dunklen	80
dunkler	27
dunkles	7
dunstigen	1
duper	1
durch	1232
durchatmen	3
durchatmeten	1
durchaus	9
durchbeißen	1
durchblätterte	1
durchbohrt	1
durchbohrte	2
durchbrach	3
durchbrachen	1
durchbrochen	2
durchdacht	4
durchdrehen	1
durchdreht	1
durchdringen	2
durchdringend	4
durchdringenden	1
durchdringender	1
durchdringendes	1
durchdrunge	1
durchdrungenen	1
durchdrückt	1
durcheinander	61
durcheinanderbringen	1
durcheinandergebracht	2
durcheinandergekommen	1
durcheinandergeworfen	1
durcheinanderplapperten	1
durcheinanderpurzeln	1
durcheinanderquasseln	1
durchfährt	2
durchfliegen	1
durchflutete	1
durchforschte	1
durchforsten	1
durchforstet	2
durchforsteten	2
durchführen	2
durchgebissen	1
durchgebrannt	1
durchgedreht	1
durchgedrehtes	1
durchgefroren	1
durchgefrorenen	1
durchgeführt	3
durchgegangen	3
durchgehen	4
durchgekommen	1
durchgelassen	1
durchgelaufen	1
durchgelesen	1
durchgemacht	1
durchgenagt	1
durchgenommen	3
durchgepflügt	1
durchgerüttelt	2
durchgescheuert	1
durchgescheuerte	1
durchgeschlafen	1
durchgeschlagen	1
durchgeschüttelt	2
durchgeschwitzt	1
durchgesetzt	3
durchgespielt	1
durchgestrichen	1
durchgewetzt	1
durchgewirbelt	1
durchhalten	4
durchkämmten	1
durchkitzeln	1
durchkriechen	1
durchlässt	1
durchläuft	1
durchlief	2
durchlöchert	3
durchlüftetes	1
durchmischen	1
durchnässt	4
durchnässten	3
durchnehmen	1
durchpausen	1
durchprobiert	3
durchpustete	1
durchqueren	3
durchquert	2
durchquerte	3
durchquerten	4
durchs	102
durchschaut	4
durchscheinend	1
durchschlagenden	1
durchschnitt	1
durchschnitten	2
durchschnittlich	2
durchschnittliche	1
durchschüttelte	1
durchsichtig	7
durchsichtige	1
durchsichtigem	1
durchsichtigen	6
durchstarten	1
durchsteigen	1
durchstöbern	2
durchstöberte	1
durchstößt	2
durchstreichen	1
durchstreift	1
durchströmte	1
durchsuchen	3
durchsucht	5
durchsuchte	5
durchsuchten	3
durchtriebenes	1
durchwacht	1
durchwanderte	1
durchweicht	1
durchwühlt	4
durchwühlte	4
durchzieht	1
durchzitterte	1
durchzogen	1
durchzuckt	4
durchzuckte	2
durchzuführen	3
durchzukommen	1
durchzuziehen	2
durchzwacken	1
durchzwängte	1
durfte	108
durften	51
durstig	7
durstigen	1
durststillenden	1
dus	1
duschen	5
duschte	6
duschten	2
dusselige	3
duster	4
dutzendweise	1
duzen	2
dümmer	4
dümmlich	1
dümmsten	1
dümpeln	1
dümpelt	2
dümpelte	2
dümpelten	1
düngen	2
düngten	2
dünn	28
dünne	26
dünnem	2
dünnen	24
dünner	15
dünnes	5
dünnste	1
dürfe	14
dürfen	146
dürft	21
dürfte	16
dürften	14
dürftest	1
dürr	3
dürre	5
dürren	8
dürrer	1
düsen	2
düst	14
düste	5
düsten	4
düster	19
düstere	7
düsterem	3
düsteren	12
düsterer	2
düstrer	2
dynamische	1
E	10
E(=	1
E-le-fant	1
E-Mail	10
E-Mail-Adresse	2
E-Mail-Verschicken	1
E-Mails	4
Ebbe	1
Eben	28
Ebendie	1
Ebene	19
Ebenen	2
Ebenfalls	1
Ebenholz	1
Ebenso	2
Eberhard	13
Echo	10
Echos	3
Echse	2
Echsen	9
Echsen-Ei	1
Echsenbeckensaurier	2
Echsenkopf	1
Echt	34
Echte	6
Echten	1
Eck	2
Eckbank	2
Ecke	171
Ecken	25
Eckschrank	3
Eckzahn	6
Eckzähnchen	1
Eckzähne	8
Eckzähnen	1
Eddi	11
Eddie	3
Eddie-Wald	2
Eddies	6
Eddy	55
Eddys	1
Ede	11
Edelherz	84
Edelherzens	10
Edelmann	1
Edelsteinband	1
Edelsteine	10
Edelsteinen	6
Edeltraut	2
Edeltüten	1
Eden	13
Eden-Mannschaft	1
Eden-Raumstation	8
Edi	12
Edith	1
Edle	3
Edmonton	1
Edmontosaurier	7
Edmontosaurier-Herde	1
Edmontosauriern	1
Edmontosaurus	9
Edmontosaurus-Modell	1
Edmontosaurus-Skelett	1
Edmund	4
Eduard	7
Eduardo	14
Edward	3
Eene	8
Efafant	1
Efeu	3
Efeugerank	1
Efeuvorhang	1
Efeuzweige	3
Effeff	1
Effekt	1
Egal	29
Egon	16
EHRENPRE	1
Eh	2
Ehe	18
Ehemann	3
Ehepaar	4
Eher	13
Ehre	15
Ehren	4
Ehrengast	5
Ehrennamen	2
Ehrenplätzen	1
Ehrenrunde	2
Ehrentag	1
Ehrentribüne	8
Ehrenwort	6
Ehrfurcht	2
Ehrfürchtig	1
Ehrgeiz	2
Ehrlich	39
Ehrlisch	1
EILT	1
EIN	11
EINBRECHER	1
EINE	3
EINEN	2
EINLADUNG	1
EINS	2
EIS	1
Ei	102
Ei-	1
Ei-Ei-Eierklonk	1
Ei.	2
Eiche	21
Eicheln	6
Eichen	2
Eichenbaumblätter	1
Eichenblätter	1
Eichenholztisch	1
Eichenschrank	1
Eichenstamm	1
Eichentisch	4
Eichentruhe	1
Eichentür	2
Eichhorn	1
Eichhörnchen	25
Eichsfeld	2
Eid	2
Eidechse	4
Eidechsen	3
Eids	1
Eie	1
Eier	128
Eier-Kinderzimmer	1
Eier-Klonk	1
Eier-Toddy	2
Eierbecher	1
Eierbechern	1
Eierdieb	2
Eieressen	2
Eierfuhre	1
